λ,α,contrast
-4.66,0.0673642063776041,-3.0
-4.66,0.0673650433110696,-3.0
-4.66,0.0769358574924718,-3.0
-4.66,0.1044522018739555,-3.0
-4.66,0.1268366423012291,-3.0
-4.66,0.1360839139226004,-3.0
-4.66,0.2946483980562812,-3.0
-4.66,0.3822643598997608,-3.0
-4.66,0.5577307553295952,-3.0
-4.66,0.5598455078375859,-3.0
-4.66,0.5917535230465023,-3.0
-4.66,0.6558600954385052,-3.0
-4.66,0.7219507467660022,-3.0
-4.66,0.8482668234626818,-3.0
-4.66,1.0013289993356305,-3.0
-4.66,1.0024642406860502,-3.0
-4.66,1.0852540233850545,-3.0
-4.66,1.0984793152304233,-3.0
-4.66,1.1746019134243677,-3.0
-4.66,1.2139634980519471,-3.0
-4.66,1.2457981422405895,-3.0
-4.66,1.2480911420659098,-3.0
-4.66,1.253176813160512,-3.0
-4.66,1.2557015413120234,-3.0
-4.66,1.2557852015453037,-3.0
-4.66,1.25731299724279,-3.0
-4.66,1.2621461481392429,-3.0
-4.66,1.2657828321998976,-3.0
-4.66,1.286979962067623,-3.0
-4.66,1.3135934877401512,-3.0
-4.66,1.3186875380690608,-3.0
-4.66,1.4171350192463614,-3.0
-4.66,1.7141633811009216,-3.0
-4.66,1.7519737887837077,-3.0
-4.66,1.7791247936833765,-3.0
-4.66,1.8087494762517704,-3.0
-4.66,1.8093015701145423,-3.0
-4.66,1.8952968531269023,-3.0
-4.66,1.9248598967903363,-3.0
-4.66,1.9638607086503213,-3.0
-4.66,1.9864581113869904,-3.0
-4.66,1.9939655276510075,-3.0
-4.66,2.001448578743444,-3.0
-4.66,2.0238300988185287,-3.0
-4.66,2.0314741950617865,-3.0
-4.66,2.03317079958552,-3.0
-4.66,2.033674188222026,-3.0
-4.66,2.035175180565645,-3.0
-4.66,2.044595476128458,-3.0
-4.66,2.0815588600363544,-3.0
-4.66,2.095279591908411,-3.0
-4.66,2.14486466803002,-3.0
-4.66,2.1595366056529857,-3.0
-4.66,2.160654202169629,-3.0
-4.66,2.1844237418401966,-3.0
-4.66,2.196998563797713,-3.0
-4.66,2.203905421879373,-3.0
-4.66,2.2051886315189084,-3.0
-4.66,2.2062447916355694,-3.0
-4.66,2.206760377731067,-3.0
-4.66,2.208546233798151,-3.0
-4.66,2.211901306897285,-3.0
-4.66,2.2161718763371856,-3.0
-4.66,2.249220873378183,-3.0
-4.66,2.289693038883258,-3.0
-4.66,2.600817011990223,-3.0
-4.66,2.756100450855932,-3.0
-4.66,2.829347687030273,-3.0
-4.66,2.8664772793238824,-3.0
-4.66,2.9131682794909377,-3.0
-4.66,2.9259319763181395,-3.0
-4.66,2.927153971434592,-3.0
-4.66,3.3408785678842454,-3.0
-4.66,3.452001811416321,-3.0
-4.66,5.358053449225419,-3.0
-4.249831151785286,-9.0,-3.0
-4.249831151785286,-5.0,-3.0
-4.249831151785286,-2.2192961936910107,-3.0
-4.249831151785286,-2.1796513116514387,-3.0
-4.249831151785286,-2.160256976771951,-3.0
-4.249831151785286,-2.069952838765663,-3.0
-4.249831151785286,-2.0560018180806434,-3.0
-4.249831151785286,-2.03704383738048,-3.0
-4.249831151785286,-1.9910253403128424,-3.0
-4.249831151785286,-1.986256805531375,-3.0
-4.249831151785286,-1.8672923692510173,-3.0
-4.249831151785286,-1.3910559487245866,-3.0
-4.249831151785286,-1.0725393259851472,-3.0
-4.249831151785286,-1.071809712592156,-3.0
-4.249831151785286,-1.0680789179981196,-3.0
-4.249831151785286,-1.0603146402042918,-3.0
-4.249831151785286,-1.059863140979819,-3.0
-4.249831151785286,-1.0,-3.0
-4.249831151785286,-0.6752052362800383,-3.0
-4.249831151785286,-0.67391620793875,-3.0
-4.249831151785286,-0.6700618237656419,-3.0
-4.249831151785286,-0.6622001748238739,-3.0
-4.249831151785286,-0.6069343450347153,-3.0
-4.249831151785286,-0.4978043736028217,-3.0
-4.249831151785286,-0.4813701997976011,-3.0
-4.249831151785286,-0.3160825679624703,-3.0
-4.249831151785286,-0.3040896315643114,-3.0
-4.249831151785286,-0.2668670250808835,-3.0
-4.249831151785286,-0.2454045272703257,-3.0
-4.249831151785286,-0.2325976934278578,-3.0
-4.249831151785286,-0.2069369006150446,-3.0
-4.249831151785286,-0.1655702140471361,-3.0
-4.249831151785286,-0.1022758171560629,-3.0
-4.249831151785286,-0.0286453086141699,-3.0
-4.249831151785286,0.0058793058460501,-3.0
-4.249831151785286,0.0493514339640349,-3.0
-4.249831151785286,0.0582766873338828,-3.0
-4.249831151785286,0.0670104480998496,-3.0
-4.249831151785286,0.0671767845967826,-3.0
-4.249831151785286,0.0673642063776041,-3.0
-4.249831151785286,0.0673650433110696,-3.0
-4.249831151785286,0.0769358574924718,-3.0
-4.249831151785286,0.1044522018739555,-3.0
-4.249831151785286,0.1268366423012291,-3.0
-4.249831151785286,0.1360839139226004,-3.0
-4.249831151785286,0.2946483980562812,-3.0
-4.249831151785286,0.3822643598997608,-3.0
-4.249831151785286,0.5577307553295952,-3.0
-4.249831151785286,0.5598455078375859,-3.0
-4.249831151785286,0.5917535230465023,-3.0
-4.249831151785286,0.6558600954385052,-3.0
-4.249831151785286,0.7219507467660022,-3.0
-4.249831151785286,0.8482668234626818,-3.0
-4.249831151785286,1.0013289993356305,-3.0
-4.249831151785286,1.0024642406860502,-3.0
-4.249831151785286,1.0852540233850545,-3.0
-4.249831151785286,1.0984793152304233,-3.0
-4.249831151785286,1.1746019134243677,-3.0
-4.249831151785286,1.2139634980519471,-3.0
-4.249831151785286,1.2457981422405895,-3.0
-4.249831151785286,1.2480911420659098,-3.0
-4.249831151785286,1.253176813160512,-3.0
-4.249831151785286,1.2557015413120234,-3.0
-4.249831151785286,1.2557852015453037,-3.0
-4.249831151785286,1.25731299724279,-3.0
-4.249831151785286,1.2621461481392429,-3.0
-4.249831151785286,1.2657828321998976,-3.0
-4.249831151785286,1.286979962067623,-3.0
-4.249831151785286,1.3135934877401512,-3.0
-4.249831151785286,1.3186875380690608,-3.0
-4.249831151785286,1.4171350192463614,-3.0
-4.249831151785286,1.7141633811009216,-3.0
-4.249831151785286,1.7519737887837077,-3.0
-4.249831151785286,1.7791247936833765,-3.0
-4.249831151785286,1.8087494762517704,-3.0
-4.249831151785286,1.8093015701145423,-3.0
-4.249831151785286,1.8952968531269023,-3.0
-4.249831151785286,1.9248598967903363,-3.0
-4.249831151785286,1.9638607086503213,-3.0
-4.249831151785286,1.9864581113869904,-3.0
-4.249831151785286,1.9939655276510075,-3.0
-4.249831151785286,2.001448578743444,-3.0
-4.249831151785286,2.0238300988185287,-3.0
-4.249831151785286,2.0314741950617865,-3.0
-4.249831151785286,2.03317079958552,-3.0
-4.249831151785286,2.033674188222026,-3.0
-4.249831151785286,2.035175180565645,-3.0
-4.249831151785286,2.044595476128458,-3.0
-4.249831151785286,2.0815588600363544,-3.0
-4.249831151785286,2.095279591908411,-3.0
-4.249831151785286,2.14486466803002,-3.0
-4.249831151785286,2.1595366056529857,-3.0
-4.249831151785286,2.160654202169629,-3.0
-4.249831151785286,2.1844237418401966,-3.0
-4.249831151785286,2.196998563797713,-3.0
-4.249831151785286,2.203905421879373,-3.0
-4.249831151785286,2.2051886315189084,-3.0
-4.249831151785286,2.2062447916355694,-3.0
-4.249831151785286,2.206760377731067,-3.0
-4.249831151785286,2.208546233798151,-3.0
-4.249831151785286,2.211901306897285,-3.0
-4.249831151785286,2.2161718763371856,-3.0
-4.249831151785286,2.249220873378183,-3.0
-4.249831151785286,2.289693038883258,-3.0
-4.249831151785286,2.600817011990223,-3.0
-4.249831151785286,2.756100450855932,-3.0
-4.249831151785286,2.829347687030273,-3.0
-4.249831151785286,2.8664772793238824,-3.0
-4.249831151785286,2.9131682794909377,-3.0
-4.249831151785286,2.9259319763181395,-3.0
-4.249831151785286,2.927153971434592,-3.0
-4.249831151785286,3.3408785678842454,-3.0
-4.249831151785286,3.452001811416321,-3.0
-4.249831151785286,5.358053449225419,-3.0
-3.540857761151104,-9.0,-3.0
-3.540857761151104,-5.0,-3.0
-3.540857761151104,-2.2192961936910107,-3.0
-3.540857761151104,-2.1796513116514387,-3.0
-3.540857761151104,-2.160256976771951,-3.0
-3.540857761151104,-2.069952838765663,-3.0
-3.540857761151104,-2.0560018180806434,-3.0
-3.540857761151104,-2.03704383738048,-3.0
-3.540857761151104,-1.9910253403128424,-3.0
-3.540857761151104,-1.986256805531375,-3.0
-3.540857761151104,-1.8672923692510173,-3.0
-3.540857761151104,-1.3910559487245866,-3.0
-3.540857761151104,-1.0725393259851472,-3.0
-3.540857761151104,-1.071809712592156,-3.0
-3.540857761151104,-1.0680789179981196,-3.0
-3.540857761151104,-1.0603146402042918,-3.0
-3.540857761151104,-1.059863140979819,-3.0
-3.540857761151104,-1.0,-3.0
-3.540857761151104,-0.6752052362800383,-3.0
-3.540857761151104,-0.67391620793875,-3.0
-3.540857761151104,-0.6700618237656419,-3.0
-3.540857761151104,-0.6622001748238739,-3.0
-3.540857761151104,-0.6069343450347153,-3.0
-3.540857761151104,-0.4978043736028217,-3.0
-3.540857761151104,-0.4813701997976011,-3.0
-3.540857761151104,-0.3160825679624703,-3.0
-3.540857761151104,-0.3040896315643114,-3.0
-3.540857761151104,-0.2668670250808835,-3.0
-3.540857761151104,-0.2454045272703257,-3.0
-3.540857761151104,-0.2325976934278578,-3.0
-3.540857761151104,-0.2069369006150446,-3.0
-3.540857761151104,-0.1655702140471361,-3.0
-3.540857761151104,-0.1022758171560629,-3.0
-3.540857761151104,-0.0286453086141699,-3.0
-3.540857761151104,0.0058793058460501,-3.0
-3.540857761151104,0.0493514339640349,-3.0
-3.540857761151104,0.0582766873338828,-3.0
-3.540857761151104,0.0670104480998496,-3.0
-3.540857761151104,0.0671767845967826,-3.0
-3.540857761151104,0.0673642063776041,-3.0
-3.540857761151104,0.0673650433110696,-3.0
-3.540857761151104,0.0769358574924718,-3.0
-3.540857761151104,0.1044522018739555,-3.0
-3.540857761151104,0.1268366423012291,-3.0
-3.540857761151104,0.1360839139226004,-3.0
-3.540857761151104,0.2946483980562812,-3.0
-3.540857761151104,0.3822643598997608,-3.0
-3.540857761151104,0.5577307553295952,-3.0
-3.540857761151104,0.5598455078375859,-3.0
-3.540857761151104,0.5917535230465023,-3.0
-3.540857761151104,0.6558600954385052,-3.0
-3.540857761151104,0.7219507467660022,-3.0
-3.540857761151104,0.8482668234626818,-3.0
-3.540857761151104,1.0013289993356305,-3.0
-3.540857761151104,1.0024642406860502,-3.0
-3.540857761151104,1.0852540233850545,-3.0
-3.540857761151104,1.0984793152304233,-3.0
-3.540857761151104,1.1746019134243677,-3.0
-3.540857761151104,1.2139634980519471,-3.0
-3.540857761151104,1.2457981422405895,-3.0
-3.540857761151104,1.2480911420659098,-3.0
-3.540857761151104,1.253176813160512,-3.0
-3.540857761151104,1.2557015413120234,-3.0
-3.540857761151104,1.2557852015453037,-3.0
-3.540857761151104,1.25731299724279,-3.0
-3.540857761151104,1.2621461481392429,-3.0
-3.540857761151104,1.2657828321998976,-3.0
-3.540857761151104,1.286979962067623,-3.0
-3.540857761151104,1.3135934877401512,-3.0
-3.540857761151104,1.3186875380690608,-3.0
-3.540857761151104,1.4171350192463614,-3.0
-3.540857761151104,1.7141633811009216,-3.0
-3.540857761151104,1.7519737887837077,-3.0
-3.540857761151104,1.7791247936833765,-3.0
-3.540857761151104,1.8087494762517704,-3.0
-3.540857761151104,1.8093015701145423,-3.0
-3.540857761151104,1.8952968531269023,-3.0
-3.540857761151104,1.9248598967903363,-3.0
-3.540857761151104,1.9638607086503213,-3.0
-3.540857761151104,1.9864581113869904,-3.0
-3.540857761151104,1.9939655276510075,-3.0
-3.540857761151104,2.001448578743444,-3.0
-3.540857761151104,2.0238300988185287,-3.0
-3.540857761151104,2.0314741950617865,-3.0
-3.540857761151104,2.03317079958552,-3.0
-3.540857761151104,2.033674188222026,-3.0
-3.540857761151104,2.035175180565645,-3.0
-3.540857761151104,2.044595476128458,-3.0
-3.540857761151104,2.0815588600363544,-3.0
-3.540857761151104,2.095279591908411,-3.0
-3.540857761151104,2.14486466803002,-3.0
-3.540857761151104,2.1595366056529857,-3.0
-3.540857761151104,2.160654202169629,-3.0
-3.540857761151104,2.1844237418401966,-3.0
-3.540857761151104,2.196998563797713,-3.0
-3.540857761151104,2.203905421879373,-3.0
-3.540857761151104,2.2051886315189084,-3.0
-3.540857761151104,2.2062447916355694,-3.0
-3.540857761151104,2.206760377731067,-3.0
-3.540857761151104,2.208546233798151,-3.0
-3.540857761151104,2.211901306897285,-3.0
-3.540857761151104,2.2161718763371856,-3.0
-3.540857761151104,2.249220873378183,-3.0
-3.540857761151104,2.289693038883258,-3.0
-3.540857761151104,2.600817011990223,-3.0
-3.540857761151104,2.756100450855932,-3.0
-3.540857761151104,2.829347687030273,-3.0
-3.540857761151104,2.8664772793238824,-3.0
-3.540857761151104,2.9131682794909377,-3.0
-3.540857761151104,2.9259319763181395,-3.0
-3.540857761151104,2.927153971434592,-3.0
-3.540857761151104,3.3408785678842454,-3.0
-3.540857761151104,3.452001811416321,-3.0
-3.540857761151104,5.358053449225419,-3.0
-3.1045555836228464,-9.0,-3.0
-3.1045555836228464,-5.0,-3.0
-3.1045555836228464,-2.2192961936910107,-3.0
-3.1045555836228464,-2.1796513116514387,-3.0
-3.1045555836228464,-2.160256976771951,-3.0
-3.1045555836228464,-2.069952838765663,-3.0
-3.1045555836228464,-2.0560018180806434,-3.0
-3.1045555836228464,-2.03704383738048,-3.0
-3.1045555836228464,-1.9910253403128424,-3.0
-3.1045555836228464,-1.986256805531375,-3.0
-3.1045555836228464,-1.8672923692510173,-3.0
-3.1045555836228464,-1.3910559487245866,-3.0
-3.1045555836228464,-1.0725393259851472,-3.0
-3.1045555836228464,-1.071809712592156,-3.0
-3.1045555836228464,-1.0680789179981196,-3.0
-3.1045555836228464,-1.0603146402042918,-3.0
-3.1045555836228464,-1.059863140979819,-3.0
-3.1045555836228464,-1.0,-3.0
-3.1045555836228464,-0.6752052362800383,-3.0
-3.1045555836228464,-0.67391620793875,-3.0
-3.1045555836228464,-0.6700618237656419,-3.0
-3.1045555836228464,-0.6622001748238739,-3.0
-3.1045555836228464,-0.6069343450347153,-3.0
-3.1045555836228464,-0.4978043736028217,-3.0
-3.1045555836228464,-0.4813701997976011,-3.0
-3.1045555836228464,-0.3160825679624703,-3.0
-3.1045555836228464,-0.3040896315643114,-3.0
-3.1045555836228464,-0.2668670250808835,-3.0
-3.1045555836228464,-0.2454045272703257,-3.0
-3.1045555836228464,-0.2325976934278578,-3.0
-3.1045555836228464,-0.2069369006150446,-3.0
-3.1045555836228464,-0.1655702140471361,-3.0
-3.1045555836228464,-0.1022758171560629,-3.0
-3.1045555836228464,-0.0286453086141699,-3.0
-3.1045555836228464,0.0058793058460501,-3.0
-3.1045555836228464,0.0493514339640349,-3.0
-3.1045555836228464,0.0582766873338828,-3.0
-3.1045555836228464,0.0670104480998496,-3.0
-3.1045555836228464,0.0671767845967826,-3.0
-3.1045555836228464,0.0673642063776041,-3.0
-3.1045555836228464,0.0673650433110696,-3.0
-3.1045555836228464,0.0769358574924718,-3.0
-3.1045555836228464,0.1044522018739555,-3.0
-3.1045555836228464,0.1268366423012291,-3.0
-3.1045555836228464,0.1360839139226004,-3.0
-3.1045555836228464,0.2946483980562812,-3.0
-3.1045555836228464,0.3822643598997608,-3.0
-3.1045555836228464,0.5577307553295952,-3.0
-3.1045555836228464,0.5598455078375859,-3.0
-3.1045555836228464,0.5917535230465023,-3.0
-3.1045555836228464,0.6558600954385052,-3.0
-3.1045555836228464,0.7219507467660022,-3.0
-3.1045555836228464,0.8482668234626818,-3.0
-3.1045555836228464,1.0013289993356305,-3.0
-3.1045555836228464,1.0024642406860502,-3.0
-3.1045555836228464,1.0852540233850545,-3.0
-3.1045555836228464,1.0984793152304233,-3.0
-3.1045555836228464,1.1746019134243677,-3.0
-3.1045555836228464,1.2139634980519471,-3.0
-3.1045555836228464,1.2457981422405895,-3.0
-3.1045555836228464,1.2480911420659098,-3.0
-3.1045555836228464,1.253176813160512,-3.0
-3.1045555836228464,1.2557015413120234,-3.0
-3.1045555836228464,1.2557852015453037,-3.0
-3.1045555836228464,1.25731299724279,-3.0
-3.1045555836228464,1.2621461481392429,-3.0
-3.1045555836228464,1.2657828321998976,-3.0
-3.1045555836228464,1.286979962067623,-3.0
-3.1045555836228464,1.3135934877401512,-3.0
-3.1045555836228464,1.3186875380690608,-3.0
-3.1045555836228464,1.4171350192463614,-3.0
-3.1045555836228464,1.7141633811009216,-3.0
-3.1045555836228464,1.7519737887837077,-3.0
-3.1045555836228464,1.7791247936833765,-3.0
-3.1045555836228464,1.8087494762517704,-3.0
-3.1045555836228464,1.8093015701145423,-3.0
-3.1045555836228464,1.8952968531269023,-3.0
-3.1045555836228464,1.9248598967903363,-3.0
-3.1045555836228464,1.9638607086503213,-3.0
-3.1045555836228464,1.9864581113869904,-3.0
-3.1045555836228464,1.9939655276510075,-3.0
-3.1045555836228464,2.001448578743444,-3.0
-3.1045555836228464,2.0238300988185287,-3.0
-3.1045555836228464,2.0314741950617865,-3.0
-3.1045555836228464,2.03317079958552,-3.0
-3.1045555836228464,2.033674188222026,-3.0
-3.1045555836228464,2.035175180565645,-3.0
-3.1045555836228464,2.044595476128458,-3.0
-3.1045555836228464,2.0815588600363544,-3.0
-3.1045555836228464,2.095279591908411,-3.0
-3.1045555836228464,2.14486466803002,-3.0
-3.1045555836228464,2.1595366056529857,-3.0
-3.1045555836228464,2.160654202169629,-3.0
-3.1045555836228464,2.1844237418401966,-3.0
-3.1045555836228464,2.196998563797713,-3.0
-3.1045555836228464,2.203905421879373,-3.0
-3.1045555836228464,2.2051886315189084,-3.0
-3.1045555836228464,2.2062447916355694,-3.0
-3.1045555836228464,2.206760377731067,-3.0
-3.1045555836228464,2.208546233798151,-3.0
-3.1045555836228464,2.211901306897285,-3.0
-3.1045555836228464,2.2161718763371856,-3.0
-3.1045555836228464,2.249220873378183,-3.0
-3.1045555836228464,2.289693038883258,-3.0
-3.1045555836228464,2.600817011990223,-3.0
-3.1045555836228464,2.756100450855932,-3.0
-3.1045555836228464,2.829347687030273,-3.0
-3.1045555836228464,2.8664772793238824,-3.0
-3.1045555836228464,2.9131682794909377,-3.0
-3.1045555836228464,2.9259319763181395,-3.0
-3.1045555836228464,2.927153971434592,-3.0
-3.1045555836228464,3.3408785678842454,-3.0
-3.1045555836228464,3.452001811416321,-3.0
-3.1045555836228464,5.358053449225419,-3.0
-2.969623321082297,-9.0,-3.0
-2.969623321082297,-5.0,-3.0
-2.969623321082297,-2.2192961936910107,-3.0
-2.969623321082297,-2.1796513116514387,-3.0
-2.969623321082297,-2.160256976771951,-3.0
-2.969623321082297,-2.069952838765663,-3.0
-2.969623321082297,-2.0560018180806434,-3.0
-2.969623321082297,-2.03704383738048,-3.0
-2.969623321082297,-1.9910253403128424,-3.0
-2.969623321082297,-1.986256805531375,-3.0
-2.969623321082297,-1.8672923692510173,-3.0
-2.969623321082297,-1.3910559487245866,-3.0
-2.969623321082297,-1.0725393259851472,-3.0
-2.969623321082297,-1.071809712592156,-3.0
-2.969623321082297,-1.0680789179981196,-3.0
-2.969623321082297,-1.0603146402042918,-3.0
-2.969623321082297,-1.059863140979819,-3.0
-2.969623321082297,-1.0,-3.0
-2.969623321082297,-0.6752052362800383,-3.0
-2.969623321082297,-0.67391620793875,-3.0
-2.969623321082297,-0.6700618237656419,-3.0
-2.969623321082297,-0.6622001748238739,-3.0
-2.969623321082297,-0.6069343450347153,-3.0
-2.969623321082297,-0.4978043736028217,-3.0
-2.969623321082297,-0.4813701997976011,-3.0
-2.969623321082297,-0.3160825679624703,-3.0
-2.969623321082297,-0.3040896315643114,-3.0
-2.969623321082297,-0.2668670250808835,-3.0
-2.969623321082297,-0.2454045272703257,-3.0
-2.969623321082297,-0.2325976934278578,-3.0
-2.969623321082297,-0.2069369006150446,-3.0
-2.969623321082297,-0.1655702140471361,-3.0
-2.969623321082297,-0.1022758171560629,-3.0
-2.969623321082297,-0.0286453086141699,-3.0
-2.969623321082297,0.0058793058460501,-3.0
-2.969623321082297,0.0493514339640349,-3.0
-2.969623321082297,0.0582766873338828,-3.0
-2.969623321082297,0.0670104480998496,-3.0
-2.969623321082297,0.0671767845967826,-3.0
-2.969623321082297,0.0673642063776041,-3.0
-2.969623321082297,0.0673650433110696,-3.0
-2.969623321082297,0.0769358574924718,-3.0
-2.969623321082297,0.1044522018739555,-3.0
-2.969623321082297,0.1268366423012291,-3.0
-2.969623321082297,0.1360839139226004,-3.0
-2.969623321082297,0.2946483980562812,-3.0
-2.969623321082297,0.3822643598997608,-3.0
-2.969623321082297,0.5577307553295952,-3.0
-2.969623321082297,0.5598455078375859,-3.0
-2.969623321082297,0.5917535230465023,-3.0
-2.969623321082297,0.6558600954385052,-3.0
-2.969623321082297,0.7219507467660022,-3.0
-2.969623321082297,0.8482668234626818,-3.0
-2.969623321082297,1.0013289993356305,-3.0
-2.969623321082297,1.0024642406860502,-3.0
