λ,α,contrast,Iu_disk_mse,Ip_disk_mse,theta_mse
-0.66,-5.0,-3.0,47027.732971948106,1.2202067184873757,0.21813242552687498
3.34,-5.0,-3.0,45835.211675307786,2460.9017770741266,0.23749200890636749
-0.66,-1.0,-3.0,45140.3098836038,4.410824182355578,0.2164959665545597
-4.66,-5.0,-3.0,45947.80498111316,347.40754819830545,0.23120163034620847
-0.66,-9.0,-3.0,47035.16704686776,1.4824514442469667,0.22303883058691767
-1.4199089976079335,2.927153971434592,-3.0,30196.482400121877,93250.23701886862,0.2316441774986117
0.9253443764843686,-2.2192961936910107,-3.0,46451.61232032959,856.1276566882716,0.23543761457551238
-1.1547100627495062,-1.0725393259851472,-3.0,42550.86230347497,3.5402507907640257,0.20249288459943868
-1.5610601182086987,-1.986256805531375,-3.0,45114.82650599593,2.466280187453531,0.21115723760688707
-1.200814521950457,-0.6752052362800383,-3.0,40537.00675033997,4.875615374997304,0.20797354068054238
-1.5593238438953394,-0.4978043736028217,-3.0,36534.72215930217,5.518082070922976,0.21263185061965964
-2.287074119212585,-0.16557021404713612,-3.0,34658.44975566461,12.152188793997876,0.2278548345686277
-1.9452617325167827,0.5577307553295952,-3.0,11078.232530511728,10.191190681503691,0.21055075101531154
-1.5026065900693806,2.095279591908411,-3.0,33909.662339797396,29923.70516518815,0.23464229032092404
-2.309996971303257,0.7219507467660022,-3.0,9034.8669096989,11.519337807711624,0.2139064440810732
-2.9696233210822975,1.1746019134243675,-3.0,9439.179146718978,25.125464232410504,0.22105339863059378
-2.142632909456453,1.0852540233850543,-3.0,9061.829051218052,17.94292920150929,0.21961474682664311
-2.4525484639406496,1.0024642406860502,-3.0,4274.6101146356095,9.958835864932334,0.21477627047116155
-2.546088194565204,1.25731299724279,-3.0,3291.669587519163,11.660576349686059,0.2170443916252773
-2.5453216051827887,1.2139634980519471,-3.0,3783.608776965993,11.799967800632764,0.21615574026242132
-2.482863174124059,1.2557015413120234,-3.0,3642.7451779504668,11.279682941826227,0.21785632414862366
-2.5613579600632206,1.3186875380690608,-3.0,4125.969152307911,13.070300542659693,0.21889717692981547
-2.6086578148860644,1.2480911420659098,-3.0,3780.373761714125,13.010938986355795,0.2176865830779123
-2.5386649877076533,1.2621461481392429,-3.0,3534.003546622147,11.860614285216617,0.21734202930906948
-2.555970797476722,1.2557852015453037,-3.0,2753.5007395542993,11.46794870039914,0.21600752449976843
-2.5656246210733125,1.253176813160512,-3.0,3427.94922779193,12.067281688397985,0.21637920609514738
-2.55546222452805,1.2457981422405895,-3.0,3330.4919019828412,11.842981105111784,0.21577319438736806
-2.5557531250294003,1.2657828321998976,-3.0,3196.320375964402,11.846430177085137,0.2160961715422219
-0.66,-5.0,-3.0,47027.732971948106,1.2202067184873757,0.21813242552687498
3.34,-5.0,-3.0,45835.211675307786,2460.9017770741266,0.23749200890636749
-0.66,-1.0,-3.0,45140.3098836038,4.410824182355578,0.2164959665545597
-4.66,-5.0,-3.0,45947.80498111316,347.40754819830545,0.23120163034620847
-0.66,-9.0,-3.0,47035.16704686776,1.4824514442469667,0.22303883058691767
-1.4199089976079335,2.927153971434592,-3.0,30196.482400121877,93250.23701886862,0.2316441774986117
0.9253443764843686,-2.2192961936910107,-3.0,46451.61232032959,856.1276566882716,0.23543761457551238
-1.1547100627495062,-1.0725393259851472,-3.0,42550.86230347497,3.5402507907640257,0.20249288459943868
